"","person_id","transcript"
"4228",81283,"
"
"4229",38892,"
"
"4230",53006,"to the dance. So they got thrown out to sea. So they had to fall a long
"
"4231",97099,"‘Everybody says “come on!” here,’ thought Alice, as she went slowly
"
"4232",24235,"
"
"4233",66540,"‘Well, I can’t show it you myself,’ the Mock Turtle said: ‘I’m too
"
"4234",54573,"The King’s argument was, that anything that had a head could be
"
"4235",36144,"           (WITH ALICE’S LOVE).
"
"4236",59920,"(the position in which you usually see Shakespeare, in the pictures
"
"4237",86833,"WOULD always get into her eyes--and still as she listened, or seemed to
"
"4238",40336,"stretched her arms round it as far as they would go, and broke off a bit
"
"4239",90195,"
"
"4240",17097,"
"
"4241",67405,"On which Seven looked up and said, ‘That’s right, Five! Always lay the
"
"4242",75149,"
"
"4243",72753,"the March Hare.
"
"4244",80675,"rabbits. I almost wish I hadn’t gone down that rabbit-hole--and yet--and
"
"4245",12677,"sea. The master was an old Turtle--we used to call him Tortoise--’
"
"4246",15689,"moment Five, who had been anxiously looking across the garden, called
"
"4247",52579,"executions I have ordered’; and she walked off, leaving Alice alone with
"
"4248",28492,"
"
"4249",73735,"I COULD NOT SWIM--” you can’t swim, can you?’ he added, turning to the
"
"4250",53587,"shouldn’t be hungry for it, you know.’
"
"4251",47925,"leaves: ‘I should have liked teaching it tricks very much, if--if I’d
"
"4252",75510,"It was, no doubt: only Alice did not like to be told so. ‘It’s really
"
"4253",37899,"frightened Mouse splashed his way through the neighbouring pool--she
"
"4254",45428,"There was nothing so VERY remarkable in that; nor did Alice think it so
"
"4255",63044,"‘Not the same thing a bit!’ said the Hatter. ‘You might just as well say
"
"4256",61077,"back to the game, the Queen merely remarking that a moment’s delay would
"
"4257",70068,"   Soup of the evening, beautiful Soup!
"
"4258",74038,"‘I don’t know of any that do,’ Alice said very politely, feeling quite
"
"4259",96417,"   An obstacle that came between
"
"4260",29159,"not going to do THAT in a hurry. ‘No, I’ll look first,’ she said, ‘and
"
"4261",31062,"
"
"4262",87233,"to say which), and they went on for some while in silence.
"
"4263",74842,"
"
"4264",60167,"‘Do you mean that you think you can find out the answer to it?’ said the
"
"4265",36921,"    (Before she had this fit)
"
"4266",47579,"that dark hall, and wander about among those beds of bright flowers and
"
"4267",72248,"
"
"4268",12534,"for the moment she quite forgot how to speak good English); ‘now I’m
"
"4269",35622,"
"
"4270",35036,"
"
"4271",86914,"
"
"4272",13598,"doesn’t suit my throat!’ and a Canary called out in a trembling voice to
"
"4273",85865,"
"
"4274",94279,"others.
"
"4275",49728,"say--that’s the same thing, you know.’
"
"4276",96979,"‘Can’t remember WHAT things?’ said the Caterpillar.
"
"4277",41167,"
"
"4278",40257,"(Alice began to say ‘I once tasted--’ but checked herself hastily, and
"
"4279",74674,"  But, when the tide rises and sharks are around,
"
"4280",65969,"‘How queer it seems,’ Alice said to herself, ‘to be going messages for
"
"4281",32256,"
"
"4282",69715,"
"
"4283",51599,"Alice watched the White Rabbit as he fumbled over the list, feeling very
"
"4284",50611,"‘I’ve heard something like it,’ said Alice.
"
"4285",28293,"   They all returned from him to you,
"
"4286",71191,"‘Get to your places!’ shouted the Queen in a voice of thunder, and
"
"4287",98938,"
"
"4288",98529,"      And took them quite away!’
"
"4289",58180,"
"
"4290",47224,"
"
"4291",96896,"
"
"4292",38414,"     ‘How doth the little crocodile
"
"4293",10605,"again, sitting on a branch of a tree.
"
"4294",65416,"with the dream of Wonderland of long ago: and how she would feel with
"
"4295",34962,"‘And how many hours a day did you do lessons?’ said Alice, in a hurry to
"
"4296",88916,"
"
"4297",44954,"‘I won’t indeed!’ said Alice, in a great hurry to change the subject of
"
"4298",53260,"‘Sure, it does, yer honour: but it’s an arm for all that.’
"
"4299",30662,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
"4300",87321,"‘It’s a pun!’ the King added in an offended tone, and everybody laughed,
"
"4301",67601,"
"
"4302",29811,"Majesty,’ he began, ‘for bringing these in: but I hadn’t quite finished
"
"4303",61016,"‘I didn’t know that Cheshire cats always grinned; in fact, I didn’t know
"
"4304",21638,"Alice was not much surprised at this, she was getting so used to queer
"
"4305",45267,"Alice watched the White Rabbit as he fumbled over the list, feeling very
"
"4306",26796,"
"
"4307",68645,"
"
"4308",66764,"answer. ‘They’re done with blacking, I believe.’
"
"4309",95984,"she was out of sight: then it chuckled. ‘What fun!’ said the Gryphon,
"
"4310",98463,"And so it was indeed: she was now only ten inches high, and her face
"
"4311",72103,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
"4312",18495,"shouldn’t be hungry for it, you know.’
"
"4313",19019,"
"
"4314",98206,"   ‘Speak roughly to your little boy,
"
"4315",81136,"about wasting IT. It’s HIM.’
"
"4316",41948,"her in a languid, sleepy voice.
"
"4317",98314,"‘Give your evidence,’ said the King; ‘and don’t be nervous, or I’ll have
"
"4318",14612,"
"
"4319",93080,"mouth; but she did it at last, and managed to swallow a morsel of the
"
"4320",39566,"Distraction, Uglification, and Derision.’
"
"4321",16598,"HAD THIS FIT--” you never had fits, my dear, I think?’ he said to the
"
"4322",90685,"‘UNimportant, of course, I meant,’ the King hastily said, and went on
"
"4323",88633,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
"4324",36306,"perhaps as this is May it won’t be raving mad--at least not so mad as
"
"4325",24657,"
"
"4326",46617,"They very soon came upon a Gryphon, lying fast asleep in the sun.
"
"4327",72577,"there WAS no one listening, this time, as it didn’t sound at all the
"
"4328",10565,"‘Then you shouldn’t talk,’ said the Hatter.
"
"4329",73255,"Alice was very glad to find her in such a pleasant temper, and thought
"
"4330",43662,"
"
"4331",68828,"
"
"4332",31388,"
"
"4333",82255,"then a voice she had never heard before, ‘Sure then I’m here! Digging
"
"4334",15544,"
"
"4335",99645,"label, with the words ‘DRINK ME’ beautifully printed on it in large
"
"4336",91896,"     Beau--ootiful Soo--oop!
"
"4337",17341,"this was her dream:--
"
"4338",60611,"She was a good deal frightened by this very sudden change, but she felt
"
"4339",48953,"take a fancy to cats if you could only see her. She is such a dear quiet
"
"4340",85420,"crown on a crimson velvet cushion; and, last of all this grand
"
"4341",31169,"time,’ she said, ‘than waste it in asking riddles that have no answers.’
"
"4342",16770,"‘Is that the way YOU manage?’ Alice asked.
"
"4343",96625,"‘I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried
"
"4344",44605,"   If she should push the matter on,
"
"4345",70776,"Alice considered a little, and then said ‘The fourth.’
"
"4346",86577,"
"
"4347",72871,"yet--it’s rather curious, you know, this sort of life! I do wonder what
"
"4348",73872,"‘Sure, it’s an arm, yer honour!’ (He pronounced it ‘arrum.’)
"
"4349",15797,"This question the Dodo could not answer without a great deal of thought,
"
"4350",80354,"got up, and began to repeat it, but her head was so full of the Lobster
"
"4351",27585,"As soon as she had made out the proper way of nursing it, (which was to
"
"4352",90837,"
"
"4353",97986,"sighing.
"
"4354",25133,"
"
"4355",87207,"
"
"4356",97297,"
"
"4357",73770,"hot tea upon its nose.
"
"4358",37148,"between them, fast asleep, and the other two were using it as a
"
"4359",62901,"
"
"4360",91880,"sort of way to fly up into a tree.
"
"4361",51963,"Alice was very glad to find her in such a pleasant temper, and thought
"
"4362",97850,"
"
"4363",73221,"‘I’ll fetch the executioner myself,’ said the King eagerly, and he
"
"4364",55785,"had somehow fallen into the sea, ‘and in that case I can go back by
"
"4365",15088,"
"
"4366",85361,"
"
"4367",35979,"   Who for such dainties would not stoop?
"
"4368",50977,"wise fish would go anywhere without a porpoise.’
"
"4369",10935,"jumping about like mad things all this time, sat down again very sadly
"
"4370",89800,"Oh! won’t she be savage if I’ve kept her waiting!’ Alice felt so
"
"4371",32534,"   Soup of the evening, beautiful Soup!
"
"4372",64626,"The next thing was to eat the comfits: this caused some noise and
"
"4373",35808,"repeated, aloud.
"
"4374",33540,"‘I haven’t opened it yet,’ said the White Rabbit, ‘but it seems to be a
"
"4375",62892,"‘But I’m NOT a serpent, I tell you!’ said Alice. ‘I’m a--I’m a--’
"
"4376",12468,"hot day made her feel very sleepy and stupid), whether the pleasure
"
"4377",39891,"
"
"4378",28031,"There was a long silence after this, and Alice could only hear whispers
"
"4379",87103,"flower-pot that stood near. The three soldiers wandered about for a
"
"4380",59420,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
"4381",79970,"in the middle of her favourite word ‘moral,’ and the arm that was linked
"
"4382",96252,"As she said these words her foot slipped, and in another moment, splash!
"
"4383",74728,"‘It must be a very pretty dance,’ said Alice timidly.
"
"4384",67839,"The Dormouse shook its head impatiently, and said, without opening its
"
"4385",20620,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry,
"
"4386",86413,"hand and a piece of bread-and-butter in the other. ‘I beg pardon, your
"
"4387",72859,"‘Well, there was Mystery,’ the Mock Turtle replied, counting off
"
"4388",80164,"   Soup of the evening, beautiful Soup!
"
"4389",73894,"‘Oh, as to the whiting,’ said the Mock Turtle, ‘they--you’ve seen them,
"
"4390",94656,"uncomfortable for the Dormouse,’ thought Alice; ‘only, as it’s asleep, I
"
"4391",99485,"to suit them!’
"
"4392",40670,"‘So he did, so he did,’ said the Gryphon, sighing in his turn; and both
"
"4393",32264,"to play croquet.’ The Frog-Footman repeated, in the same solemn tone,
"
"4394",52360,"
"
"4395",49482,"
"
"4396",57188,"‘--and I hadn’t begun my tea--not above a week or so--and what with the
"
"4397",24461,"Lizard’s slate-pencil, and the choking of the suppressed guinea-pigs,
"
"4398",78267,"
"
"4399",59756,"
"
"4400",20212,"only took the regular course.’
"
"4401",85280,"verse.’
"
"4402",92952,"as if nothing had happened.
"
"4403",75543,"moved.
"
"4404",25877,"down, both of you, and don’t speak a word till I’ve finished.’
"
"4405",37393,"given by the Queen of Hearts, and I had to sing
"
"4406",42364,"thinking of?’
"
"4407",18174,"startled when she heard her voice close to her ear. ‘You’re thinking
"
"4408",19948,"  *    *    *    *    *    *    *
"
"4409",92965,"doorway; ‘and even if my head would go through,’ thought poor Alice, ‘it
"
"4410",45501,"it, and finding it very nice, (it had, in fact, a sort of mixed flavour
"
"4411",27598,"is--“Be what you would seem to be”--or if you’d like it put more
"
"4412",83123,"‘It isn’t,’ said the Caterpillar.
"
"4413",70787,"
"
"4414",37525,"
"
"4415",83570,"can’t think! And oh, I wish you could see her after the birds! Why,
"
"4416",22507,"
"
"4417",53433,"‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t
"
"4418",50711,"
"
"4419",11586,"advantage from the change: and Alice was a good deal worse off than
"
"4420",27801,"
"
"4421",16283,"     Beau--ootiful Soo--oop!
"
"4422",33226,"‘Nothing whatever,’ said Alice.
"
"4423",74398,"
"
"4424",46101,"‘But what did the Dormouse say?’ one of the jury asked.
"
"4425",45716,"The first thing she heard was a general chorus of ‘There goes Bill!’
"
"4426",52746,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
"4427",75395,"
"
"4428",55739,"
"
"4429",86338,"filled the air, mixed up with the distant sobs of the miserable Mock
"
"4430",89519,"
"
"4431",73365,"the goldfish kept running in her head, and she had a vague sort of idea
"
"4432",22944,"can do no more, whatever happens. What WILL become of me?’
"
"4433",18052,"things to happen, that it seemed quite dull and stupid for life to go on
"
"4434",78133,"roof off.’ After a minute or two, they began moving about again, and
"
"4435",10195,"
"
"4436",74021,"and she could even make out that one of them didn’t know how to spell
"
"4437",87045,"
"
"4438",34961,"
"
"4439",37165,"‘I never said I didn’t!’ interrupted Alice.
"
"4440",61316,"him; and near the King was the White Rabbit, with a trumpet in one hand,
"
"4441",69690,"   ‘Speak roughly to your little boy,
"
"4442",94295,"
"
"4443",36721,"The Dormouse slowly opened his eyes. ‘I wasn’t asleep,’ he said in a
"
"4444",78426,"‘Oh, you foolish Alice!’ she answered herself. ‘How can you learn
"
"4445",10304,"    *    *    *    *    *    *
"
"4446",49419,"very respectful tone, but frowning and making faces at him as he spoke.
"
"4447",46823,"
"
"4448",90947,"
"
"4449",35247,"nearly as large as himself, and this he handed over to the other,
"
"4450",64788,"This was such a new idea to Alice, that she was quite silent for a
"
"4451",77410,"Just then she heard something splashing about in the pool a little way
"
"4452",40230,"
"
"4453",54959,"     “Up above the world you fly,
"
"4454",71860,"‘Anything you like,’ said the Footman, and began whistling.
"
"4455",10425,"‘I’m NOT a serpent!’ said Alice indignantly. ‘Let me alone!’
"
"4456",59619,"
"
"4457",20054,"very little! Besides, SHE’S she, and I’m I, and--oh dear, how puzzling
"
"4458",44405,"and sometimes she scolded herself so severely as to bring tears into
"
"4459",19094,"oneself speak--and they don’t seem to have any rules in particular;
"
"4460",56473,"dry enough!’ They all sat down at once, in a large ring, with the Mouse
"
"4461",23602," Then turn not pale, beloved snail, but come and join the dance.
"
"4462",24447,"After a time she heard a little pattering of feet in the distance, and
"
"4463",85965,"changed into alarm in another moment, when she found that her shoulders
"
"4464",42122,"
"
"4465",85574,"child; ‘but little girls eat eggs quite as much as serpents do, you
"
"4466",68146,"I’m quite tired of being such a tiny little thing!’
"
"4467",35130,"The Fish-Footman began by producing from under his arm a great letter,
"
"4468",87637,"     Beau--ootiful Soo--oop!
"
"4469",46650,"now! How puzzling all these changes are! I’m never sure what I’m going
"
"4470",73321,"‘I’ll tell it her,’ said the Mock Turtle in a deep, hollow tone: ‘sit
"
"4471",99277,"of everything I’ve said as yet.’
"
"4472",25632,"
"
"4473",54193,"‘I’d rather not,’ the Cat remarked.
"
"4474",39533,"
"
"4475",19809,"
"
"4476",29373,"‘I don’t think they play at all fairly,’ Alice began, in rather a
"
"4477",93487,"
"
"4478",27323,"then she walked down the little passage: and THEN--she found herself at
"
"4479",26126,"
"
"4480",89028,"‘Get to your places!’ shouted the Queen in a voice of thunder, and
"
"4481",51007,"
"
"4482",86589,"grow any more--As it is, I can’t get out at the door--I do wish I hadn’t
"
"4483",31168,"confusing it is all the things being alive; for instance, there’s the
"
"4484",68483,"
"
"4485",46848,"passion. She had already heard her sentence three of the players to be
"
"4486",18194,"size: to be sure, this generally happens when one eats cake, but Alice
"
"4487",71924,"interrupted: ‘UNimportant, your Majesty means, of course,’ he said in a
"
"4488",73494,"you seen the Mock Turtle yet?’
"
"4489",23414,"
"
"4490",66774,"place, with a little house in it about four feet high. ‘Whoever lives
"
"4491",15655,"No, there were no tears. ‘If you’re going to turn into a pig, my dear,’
"
"4492",77612,"
"
"4493",31738,"not got into it), and handed them round as prizes. There was exactly one
"
"4494",70277,"things are “much of a muchness”--did you ever see such a thing as a
"
"4495",53702," Will you, won’t you, will you, won’t you, won’t you join the dance?
"
"4496",99315,"CHAPTER VII. A Mad Tea-Party
"
"4497",66639,"SOME change in my size; and as it can’t possibly make me larger, it must
"
"4498",54398,"invitation for the Duchess to play croquet.’
"
"4499",56881,"
"
"4500",27295,"‘’Tis so,’ said the Duchess: ‘and the moral of that is--“Oh, ‘tis love,
"
"4501",15403,"pitied him deeply. ‘What is his sorrow?’ she asked the Gryphon, and the
"
"4502",85259,"cucumber-frame, or something of the sort.
"
"4503",54817,"
"
"4504",35527,"
"
"4505",79379,"says it kills all the rats and--oh dear!’ cried Alice in a sorrowful
"
"4506",41833,"up and to stand on their hands and feet, to make the arches.
"
"4507",69601,"          to
"
"4508",84446,"all the jurymen are back in their proper places--ALL,’ he repeated with
"
"4509",29211,"
"
"4510",39939,"who I WAS when I got up this morning, but I think I must have been
"
"4511",26442,"silent.
"
"4512",80830,"
"
"4513",86488,"bread-and-butter.
"
"4514",39932,"should like to hear her try and repeat something now. Tell her to
"
"4515",50276,"she hastily dried her eyes to see what was coming. It was the White
"
"4516",28876,"archbishop find?’
"
"4517",33942,"‘Would you like to see a little of it?’ said the Mock Turtle.
"
"4518",39197,"
"
"4519",32278,"The executioner’s argument was, that you couldn’t cut off a head unless
"
"4520",69508,"‘What do you mean by that?’ said the Caterpillar sternly. ‘Explain
"
"4521",72091,"see what would happen next.
"
"4522",62922,"way of speaking to a mouse: she had never done such a thing before, but
"
"4523",51323,"‘I quite agree with you,’ said the Duchess; ‘and the moral of that
"
"4524",90470,"
"
"4525",33789,"
"
"4526",26555,"anxiously over his shoulder as he spoke, and then raised himself upon
"
"4527",96578,"to Alice for protection.
"
"4528",25944,"words all coming different, and then the Mock Turtle drew a long breath,
"
"4529",83482,"hungry, in which case it would be very likely to eat her up in spite of
"
"4530",21200,"
"
"4531",73934,"
"
"4532",48563,"a VERY turn-up nose, much more like a snout than a real nose; also its
"
"4533",14880,"
"
"4534",86695,"queer everything is to-day! And yesterday things went on just as usual.
"
"4535",46926,"
"
"4536",61511,"
"
"4537",89162,"out here? Run home this moment, and fetch me a pair of gloves and a fan!
"
"4538",27901,"YOUR temper!’ ‘Hold your tongue, Ma!’ said the young Crab, a little
"
"4539",73568,"I shall have to go and live in that poky little house, and have next to
"
"4540",37765,"together first--they don’t reach half high enough yet--Oh! they’ll
"
"4541",27537,"that cats COULD grin.’
"
"4542",19730,"close by her.
"
"4543",69932,"
"
"4544",32012,"
"
"4545",10334,"
"
"4546",84215,"
"
"4547",62355,"keep, through all her riper years, the simple and loving heart of her
"
"4548",25786,"  But the snail replied “Too far, too far!” and gave a look askance--
"
"4549",54303,"
"
"4550",87245,"‘Who are YOU?’ said the Caterpillar.
"
"4551",40082,"‘If there’s no meaning in it,’ said the King, ‘that saves a world of
"
"4552",90460,"everything that Alice said; ‘there’s a large mustard-mine near here. And
"
"4553",81905,"aloud; and in another moment it was out of sight.
"
"4554",35248,"‘You did,’ said the Mock Turtle.
"
"4555",93721,"the flowers and the blades of grass, but she did not see anything that
"
"4556",48724,"           you
"
"4557",36132,"funny watch!’ she remarked. ‘It tells the day of the month, and doesn’t
"
"4558",49526,"‘I thought it would,’ said the Cat, and vanished again.
"
"4559",66587,"‘Read them,’ said the King.
"
"4560",27652,"CHAPTER VII. A Mad Tea-Party
"
"4561",28618,"The long grass rustled at her feet as the White Rabbit hurried by--the
"
"4562",99378,"‘No, please go on!’ Alice said very humbly; ‘I won’t interrupt again. I
"
"4563",49437,"On this the White Rabbit blew three blasts on the trumpet, and then
"
"4564",26458,"you’re changed, do you?’
"
"4565",65167,"    That your eye was as steady as ever;
"
"4566",71315,"
"
"4567",38510,"of the window, and one foot up the chimney, and said to herself ‘Now I
"
"4568",26189,"This seemed to Alice a good opportunity for making her escape; so she
"
"4569",17605,"OUT OF ITS WAISTCOAT-POCKET, and looked at it, and then hurried on,
"
"4570",96740,"
"
"4571",37197,"‘Tut, tut, child!’ said the Duchess. ‘Everything’s got a moral, if only
"
"4572",13581,"
"
"4573",85385,"loud.
"
"4574",38086,"
"
"4575",92736,"‘Yes!’ shouted Alice.
"
"4576",95620,"‘Give your evidence,’ said the King; ‘and don’t be nervous, or I’ll have
"
"4577",92834,"make THEIR eyes bright and eager with many a strange tale, perhaps even
"
"4578",34368,"But at any rate he might answer questions.--How am I to get in?’ she
"
"4579",29729,"bend, I think?’
"
"4580",43755,"their eyes and mouths so VERY wide, but she gained courage as she went
"
"4581",36399," Would not, could not, would not, could not, could not join the dance.
"
"4582",87822,"would be offended again.
"
"4583",13308,"‘Repeat, “YOU ARE OLD, FATHER WILLIAM,”’ said the Caterpillar.
"
"4584",65543,"   Waiting in a hot tureen!
"
"4585",32565,"great hurry.
"
"4586",66115,"to do next, when suddenly a footman in livery came running out of the
"
"4587",45668,"
"
"4588",84083,"
"
"4589",71593,"hastily.
"
"4590",98782,"of the trees under which she had been wandering, when a sharp hiss made
"
"4591",40397,"‘Would you tell me,’ said Alice, a little timidly, ‘why you are painting
"
"4592",69055,"last in the beautiful garden, among the bright flower-beds and the cool
"
"4593",56371,"   ‘Beautiful Soup! Who cares for fish,
"
"4594",96159,"but at any rate it would not open any of them. However, on the second
"
"4595",31527,"
"
"4596",40668,"‘Who is it directed to?’ said one of the jurymen.
"
"4597",84996,"
"
"4598",61458,"rather sharply; ‘I advise you to leave off this minute!’ She generally
"
"4599",73368,"doesn’t suit my throat!’ and a Canary called out in a trembling voice to
"
"4600",82232,"
"
"4601",75732,"the White Rabbit read out, at the top of his shrill little voice, the
"
"4602",82692,"SOME change in my size; and as it can’t possibly make me larger, it must
"
"4603",61959,"and sadly:--
"
"4604",43277,"leading right into it. ‘That’s very curious!’ she thought. ‘But
"
"4605",69095,"
"
"4606",71258,"
"
"4607",70976,"frightened Mouse splashed his way through the neighbouring pool--she
"
"4608",86561,"and had to stoop to save her neck from being broken. She hastily put
"
"4609",17863,"nearer to watch them, and just as she came up to them she heard one of
"
"4610",80991,"    What made you so awfully clever?’
"
"4611",87564,"
"
"4612",39415,"     Beautiful, beautiful Soup!’
"
"4613",13492,"being drowned in my own tears! That WILL be a queer thing, to be sure!
"
"4614",71078,"
"
"4615",72672,"‘Give your evidence,’ said the King.
"
"4616",87483,"
"
"4617",21208,"snappishly. ‘You’re enough to try the patience of an oyster!’
"
"4618",51636,"           death.”’
"
"4619",88695,"
"
"4620",43544,"‘And what are they made of?’ Alice asked in a tone of great curiosity.
"
"4621",82256,"of such a rule at processions; ‘and besides, what would be the use of
"
"4622",31349,"in the window, and on it (as she had hoped) a fan and two or three pairs
"
"4623",95632,"
"
"4624",30333,"    And beat him when he sneezes:
"
"4625",39260,"nibbled some more of the lefthand bit of mushroom, and raised herself to
"
"4626",61489,"
"
"4627",14930,"beasts and other unpleasant things, all because they WOULD not remember
"
"4628",85101,"neither of the others took the least notice of her going, though she
"
"4629",48420,"things of this sort in her lessons in the schoolroom, and though this
"
"4630",55625,"
"
"4631",68726,"back to the table, half hoping she might find another key on it, or at
"
"4632",31158,"have to turn into a chrysalis--you will some day, you know--and then
"
"4633",88365,"  ‘’Tis the voice of the Lobster; I heard him declare,
"
"4634",55913,"others all joined in chorus, ‘Yes, please do!’ but the Mouse only shook
"
"4635",39168,"
"
"4636",26259,"nothing better to say than his first remark, ‘It was the BEST butter,
"
"4637",40543,"
"
"4638",83300,"this was her dream:--
"
"4639",75261,"different sizes in a day is very confusing.’
"
"4640",64577,"
"
"4641",91001,"
"
"4642",51263,"
"
"4643",30891,"it out into the open air. ‘IF I don’t take this child away with me,’
"
"4644",71288,"about half no time! Take your choice!’
"
"4645",46603,"By this time she had found her way into a tidy little room with a table
"
"4646",37181,"when they had been running half an hour or so, and were quite dry again,
"
"4647",51953,"a frying-pan after her as she went out, but it just missed her.
"
"4648",35886,"(the position in which you usually see Shakespeare, in the pictures
"
"4649",97248,"occurred to her that she ought to have wondered at this, but at the time
"
"4650",78802,"
"
"4651",67130,"   If I or she should chance to be
"
"4652",70845,"the royal children, and everybody else.
"
"4653",26869,"
"
"4654",67010,"and began talking to herself, as usual. ‘Come, there’s half my plan done
"
"4655",35471,"whiskers!’
"
"4656",75362,"         YOU.--Come,
"
"4657",54507,"
"
"4658",63130,"into the garden at once; but, alas for poor Alice! when she got to the
"
"4659",20492,"‘--so long as I get SOMEWHERE,’ Alice added as an explanation.
"
"4660",51382,"to go! Let me see: I’ll give them a new pair of boots every Christmas.’
"
"4661",68982,"
"
"4662",78975,"that the poor little juror (it was Bill, the Lizard) could not make out
"
"4663",19702,"  Was kindly permitted to pocket the spoon:
"
"4664",52121,"place, with a little house in it about four feet high. ‘Whoever lives
"
"4665",82020,"‘Exactly so,’ said the Hatter: ‘as the things get used up.’
"
"4666",61362,"‘I can’t go no lower,’ said the Hatter: ‘I’m on the floor, as it is.’
"
"4667",78182,"twentieth time that day.
"
"4668",97421,"uncommon nonsense.’
"
"4669",53577,"   He only does it to annoy,
"
"4670",46257,"
"
"4671",75090,"won’t, then!--Bill’s to go down--Here, Bill! the master says you’re to
"
"4672",94102,"
"
"4673",26336,"Mabel! I’ll try and say “How doth the little--“’ and she crossed her
"
"4674",22496,"Alice said nothing; she had sat down with her face in her hands,
"
"4675",95954,"‘Oh, don’t talk about trouble!’ said the Duchess. ‘I make you a present
"
"4676",46827,"
"
"4677",77071,"
"
"4678",94404,"‘Have some wine,’ the March Hare said in an encouraging tone.
"
"4679",63155,"the other players, and shouting ‘Off with his head!’ or ‘Off with her
"
"4680",37983,"
"
"4681",18212,"filled the air, mixed up with the distant sobs of the miserable Mock
"
"4682",66247,"thinking of?’
"
"4683",12901,"nothing written on the OUTSIDE.’ He unfolded the paper as he spoke, and
"
"4684",93649,"
"
"4685",37841,"confusion, as the large birds complained that they could not taste
"
"4686",90914,"Alice was just beginning to think to herself, ‘Now, what am I to do with
"
"4687",36328,"‘You may not have lived much under the sea--’ [‘I haven’t,’ said
"
"4688",39788,"be as well to introduce some other subject of conversation. While she
"
"4689",84286,"the goldfish kept running in her head, and she had a vague sort of idea
"
"4690",42530,"She had not gone much farther before she came in sight of the house
"
"4691",78483,"
"
"4692",32265,"‘They all can,’ said the Duchess; ‘and most of ‘em do.’
"
"4693",73931,"‘THAT generally takes some time,’ interrupted the Gryphon.
"
"4694",27028,"‘How should I know?’ said Alice, surprised at her own courage. ‘It’s no
"
"4695",51747,"the right-hand bit to try the effect: the next moment she felt a violent
"
"4696",52902,"‘What was that?’ inquired Alice.
"
"4697",49972,"
"
"4698",89271,"way, and the whole party swam to the shore.
"
"4699",88913,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry,
"
"4700",21925,"rumbling of little cartwheels, and the sound of a good many voices
"
"4701",32249,"
"
"4702",75168,"   By the use of this ointment--one shilling the box--
"
"4703",30656,"‘Come, it’s pleased so far,’ thought Alice, and she went on. ‘Would you
"
"4704",27291,"‘I’d rather not,’ the Cat remarked.
"
"4705",69424,"
"
"4706",94706,"felt that it would be quite absurd for her to carry it further.
"
"4707",44567,"now for the garden!’ and she ran with all speed back to the little door:
"
"4708",17581,"‘Don’t talk nonsense,’ said Alice more boldly: ‘you know you’re growing
"
"4709",75292,"
"
"4710",10025,"
"
"4711",78786,"and she very good-naturedly began hunting about for them, but they were
"
"4712",88694,"   ‘I speak severely to my boy,
"
"4713",97028,"up at the mouth with strings: into this they slipped the guinea-pig,
"
"4714",69223,"
"
"4715",59795,"
"
"4716",41638,"         YOU.--Come,
"
"4717",97296,"The first thing she heard was a general chorus of ‘There goes Bill!’
"
"4718",25148,"this last word two or three times over to herself, being rather proud of
"
"4719",89144,"who of course had to leave off being arches to do this, so that by
"
"4720",96737,"well without--Maybe it’s always pepper that makes people hot-tempered,’
"
"4721",89590,"‘You mean you can’t take LESS,’ said the Hatter: ‘it’s very easy to take
"
"4722",11884,"
"
"4723",19160,"
"
"4724",98584,"about it. And yet I wish I could show you our cat Dinah: I think you’d
"
"4725",30253,"her arm, with its legs hanging down, but generally, just as she had got
"
"4726",16043,"cries to the voice of the shepherd boy--and the sneeze of the baby, the
"
"4727",12533,"house, quite forgetting that she was now about a thousand times as large
"
"4728",88526,"‘I’m a poor man, your Majesty,’ the Hatter began, in a trembling voice,
"
"4729",37062,"
"
"4730",52247,"in the middle of her favourite word ‘moral,’ and the arm that was linked
"
"4731",18216,"‘Your hair wants cutting,’ said the Hatter. He had been looking at Alice
"
"4732",23499,"
"
"4733",24670,"‘A cat may look at a king,’ said Alice. ‘I’ve read that in some book,
"
"4734",70128,"tea-things are put out here?’ she asked.
"
"4735",40604,"‘Oh, as to the whiting,’ said the Mock Turtle, ‘they--you’ve seen them,
"
"4736",10518,"
"
"4737",17745,"the patriotic archbishop of Canterbury, found it advisable--“’
"
"4738",11990,"‘Once,’ said the Mock Turtle at last, with a deep sigh, ‘I was a real
"
"4739",37703,"make me smaller, I suppose.’
"
"4740",67975,"little golden key in the lock, and to her great delight it fitted!
"
"4741",11577,"‘Come on!’ cried the Gryphon, and, taking Alice by the hand, it hurried
"
"4742",86454,"‘I never said I didn’t!’ interrupted Alice.
"
"4743",72013,"its children, ‘Come away, my dears! It’s high time you were all in bed!’
"
"4744",67142,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
"
"4745",22906,"‘Pray don’t trouble yourself to say it any longer than that,’ said
"
